ax,ay,az,gx,gy,gz,tg
2174,691,-2258,263,157,2534,1
-917,4873,-4377,-1738,-1584,255,1
-6363,6317,-3900,-366,-2738,795,1
-2045,10895,-5134,3204,-920,2120,1
-339,2368,-2247,1909,-1427,-1795,1
-3717,-3258,661,2241,443,1016,1
6722,-3036,4242,-1193,-1119,2429,1
5501,-16251,12135,247,-595,-7184,1
-7220,-14588,5053,-3196,3461,-2859,1
4954,-399,-87,-1420,892,264,1
-6191,4971,-2133,-2122,723,-2169,1
-8625,6232,-2847,-477,-1071,2026,1
-6360,12154,-4749,2554,-1552,5146,1
-280,14248,-6621,863,-2363,2708,1
-876,3348,3379,699,-1396,-4244,1
-6086,-3314,2846,2455,703,367,1
5735,-3883,5417,3538,-1816,1824,1
4929,-15844,8953,-1073,829,-4967,1
1370,524,581,-1408,315,1425,1
-3643,6120,264,-2828,1526,290,1
-6239,6199,-4108,-1461,1470,768,1
-5526,11409,-5960,1743,-427,4884,1
914,14780,-7508,1630,-1944,4424,1
2580,5673,-1468,-352,-2261,-2324,1
-4370,-3411,4176,1689,-270,-1111,1
6767,-1813,1691,922,-2308,688,1
4363,-18593,7785,-2360,-805,-8402,1
-9622,-17742,8905,-3116,3682,-1021,1
261,-108,2469,-312,1398,3793,1
-261,7132,-818,-2079,1351,1674,1
-5516,6516,-3421,-1254,1218,-77,1
-6344,9452,-4628,242,-438,3931,1
462,15176,-4044,1594,-1499,4772,1
-2585,-2152,2938,-189,388,-3909,1
3035,-5734,5823,3148,-1350,-213,1
2916,-16636,3339,-945,1118,-7243,1
-5440,-16783,5610,-4335,3416,-1413,1
28,-1540,840,-1720,1018,3505,1
-278,6281,957,-2621,1318,778,1
-6522,7491,-2914,-396,378,137,1
-5321,12180,-4517,1163,-1796,4448,1
609,15889,-3490,837,-1826,3301,1
-277,6242,175,-94,-791,-3545,1
3665,-5329,1817,3161,-199,2801,1
5161,-13592,4573,-288,-275,-5034,1
-6754,-18747,6681,-4039,4072,-3153,1
1346,-2234,99,-2469,1202,1594,1
-2262,4873,592,-2759,618,-253,1
-6791,7807,-1165,-1229,837,1133,1
-4555,12206,-4115,1480,-1034,5174,1
1410,16908,-4307,2306,-3121,4877,1
5058,10810,-1997,-44,-2814,-3026,1
-8087,-7722,5306,451,-962,-4910,1
5453,-16913,9284,-226,2689,-7963,1
-7727,-14107,1207,-3963,4520,350,1
4454,203,1409,-2164,1480,3034,1
-239,5958,718,-2643,1560,-2134,1
-6243,6896,-2475,-1410,1053,-1661,1
-5794,11449,-4014,1403,-1293,2595,1
-1584,13695,-4234,2149,-2048,2572,1
529,7171,-1483,909,-1329,-1155,1
-3533,-2074,388,1059,-826,-2578,1
-2254,-8180,3000,3457,-2198,2506,1
4723,-13039,7056,-646,-1165,-2195,1
-4873,-16854,7642,-4930,5592,-1935,1
3500,-633,722,-2360,2068,2333,1
-772,5647,-977,-2968,1167,-355,1
-6438,7502,-2849,-1444,68,444,1
-4670,13620,-2420,2292,-2244,5235,1
2949,16707,-5343,1688,-2332,2971,1
2454,6386,-1510,517,-1847,-4807,1
-10737,-6838,1368,1920,-676,-2198,1
2068,-7890,2743,1465,-1420,2828,1
-484,-16039,9072,-1428,921,-4967,1
-3160,-14408,7004,-2636,2544,1087,1
4167,19,1320,-1132,823,3811,1
3109,5089,931,-3761,758,-1223,1
-3948,7061,-771,-2166,-485,-2685,1
-6114,8452,-2889,-1435,-807,-2805,1
-10039,8125,-4430,2090,473,-997,1
-7260,4379,-7622,2010,1433,1825,1
-2289,968,-6625,-91,1681,3495,1
-123,-221,-2993,1355,-790,3969,1
6107,-798,2899,-171,-3310,2225,1
4461,-11181,16054,-469,-4840,-4946,1
4281,82,5662,1231,2194,3780,1
596,6504,-3325,101,496,431,1
-4451,7470,-6715,1934,-201,-587,1
-3351,8670,-13760,2043,210,-1927,1
-5581,481,-10069,-793,1692,-5215,1
-9354,-2805,-6555,-1329,1255,690,1
1193,1392,-1233,-1789,200,4402,1
5562,-2363,6464,-1018,-3313,986,1
2168,-8896,17193,248,-4437,-1761,1
-3305,-9497,17570,-1669,3288,-1121,1
880,143,2334,357,1147,2299,1
-523,5983,-3344,1351,-95,388,1
-5241,9751,-9879,1374,-346,-41,1
-4017,9054,-12403,2684,-1219,-1365,1
-4862,890,-10229,220,-849,-3518,1
-5872,-3389,-4002,-1404,119,-1178,1
-1459,-1680,-475,-212,-843,2724,1
2169,-3782,5541,1021,-4365,5268,1
6387,-7149,16993,-2366,-3476,-707,1
-7567,-12189,19583,-1668,3923,232,1
4466,333,882,1483,639,6616,1
5147,7028,-2194,-435,-483,-523,1
-4291,6981,-6588,973,-2333,-1755,1
-6134,10194,-8612,2625,-4040,1349,1
-4738,9507,-9620,806,-2083,-1076,1
-7066,-4155,-4326,491,221,-3785,1
-7312,-2912,-1439,1533,408,1815,1
-1273,-2228,-99,1639,-1310,5501,1
4019,-2506,9268,1308,-4413,5874,1
7659,-8145,16983,-2532,-966,-453,1
-118,-5442,11671,-1099,2191,515,1
5057,2513,1658,1049,-272,2240,1
3383,6775,-4980,-146,-1559,-2635,1
-8054,6906,-9712,-827,-3167,-4623,1
-10611,5817,-6134,1673,-4960,-1537,1
-8701,3081,-3875,1965,-855,-951,1
-5520,-138,-2094,1137,652,1584,1
8,-45,-758,2108,-940,3848,1
5370,-2945,6852,1025,-4310,3611,1
3921,-9435,20476,-418,-385,-352,1
3565,-5051,8619,-1220,3849,1848,1
5147,625,312,-1799,1284,449,1
2093,4535,-1821,-2049,-925,-887,1
-5139,6894,-6842,-80,-2773,-923,1
-7377,10499,-9404,1862,-4030,1393,1
-3082,8403,-6425,-747,-1933,-808,1
-5286,384,605,-1420,917,-1447,1
4565,19,9503,4382,-5023,5208,1
5830,-223,19731,-591,619,101,1
2391,-5662,14173,-388,4755,-1608,1
2471,821,2386,-596,2634,170,1
3876,3065,-1180,-1578,1094,-1334,1
-1110,3543,-3777,-1365,-105,-1087,1
-5502,8054,-13533,-682,78,-1020,1
-6104,5544,-11747,-165,-2997,-1444,1
-7170,-2162,-3305,148,-591,-494,1
-2668,730,-1945,685,1335,2997,1
1439,2016,-624,981,-507,4283,1
6296,789,6557,-800,-4828,3472,1
5046,-6575,20479,-2333,-3019,-1522,1
1565,-8748,17190,-1608,3712,-1403,1
3176,820,3733,79,2579,1083,1
1323,5426,-2801,703,220,2175,1
409,10357,-11238,1003,-2733,2460,1
-142,13179,-10343,1345,-5142,-1417,1
-4467,793,-1943,-1288,-2674,-6952,1
-10990,-3526,-3808,1766,494,-680,1
4005,-331,1503,-4177,-1280,4672,1
10224,-9214,17450,-5579,-5054,-999,1
-512,-12773,23191,4235,-220,528,1
9537,944,-449,1221,2183,5234,1
7030,3451,-1875,419,274,2554,1
2099,7056,-7581,1235,-2441,2599,1
-1729,13495,-12553,187,-7576,436,1
-8453,5626,-2992,3261,-14347,-389,1
-6034,3203,971,7722,-13562,3415,1
2536,3693,2858,3223,-4497,2364,1
3327,-3316,764,-159,-4064,1422,1
11899,-7924,10299,3909,-10647,5136,1
20913,-2333,11419,2559,-463,248,1
2031,-12311,-1038,1008,4836,-6791,1
-1729,-1472,-8761,1413,2026,1101,1
-255,3708,-10466,-3713,3658,51,1
-4361,12067,-9155,-5799,3772,-582,1
-6177,13230,-809,-4497,-2113,7,1
658,10209,7931,387,-2021,-2076,1
3481,3003,8572,-1953,10879,-6119,1
9188,5435,1371,-7986,21837,-7228,1
17362,-3100,-6290,-16550,29799,-13098,1
-843,-18055,-4421,-13280,17560,-13375,1
-2171,-19350,6371,7652,-887,4792,1
7040,3673,354,229,5310,3073,1
2191,2898,1035,-1007,2529,-1264,1
-5819,6460,-2790,4821,-4009,2324,1
-2870,9462,-11343,4276,-10126,4321,1
-3911,6559,-3950,3520,-15806,4998,1
-1219,5325,590,10026,-18186,6888,1
213,2842,-1069,14550,-18592,6854,1
948,-2479,-3235,11704,-16511,7930,1
12971,2682,5840,3272,-8728,9637,1
24132,2057,10771,-5372,6683,-4096,1
5386,-9758,2694,-3623,10238,-11267,1
-1252,-4755,-4444,-2955,10920,-5442,1
2171,3716,-8909,-7369,13900,-3510,1
336,10733,-7858,-11697,16429,-7239,1
-1226,8053,-7419,-10708,18543,-9756,1
-6576,2765,-11304,-6184,13391,-8801,1
-11012,-4861,-8727,-83,-4590,-887,1
-5048,-6695,1297,10720,-17026,9231,1
13239,-2473,6405,11891,-19789,10945,1
18101,-1547,3383,9983,-10905,5818,1
6947,-3767,-2345,3002,-3516,-803,1
-93,-1354,-1976,4655,-4571,4080,1
1341,7076,-8000,1466,-2193,2087,1
-4652,14149,-4508,-3958,-727,-372,1
-2029,12329,4016,-5446,517,-3589,1
29,5610,6043,-5882,6314,-8620,1
-3407,-4171,3944,-7841,13660,-10395,1
-73,-2533,-2945,-11819,18275,-5529,1
5716,-5378,-1815,-17761,18313,-4563,1
9,-10767,6778,-10291,7762,-3176,1
2144,-5204,6859,5063,-5315,8304,1
9596,2913,-558,3495,-4342,8709,1
7839,6504,-3625,-1945,-2465,3600,1
-1505,10629,-5561,3117,-16033,5987,1
1788,9496,2570,7246,-20053,6499,1
5162,8297,4941,9111,-16274,5114,1
7356,5181,3620,5358,-9667,2134,1
10238,657,6383,397,-3035,-935,1
12955,-2024,7611,-3015,2094,-4396,1
7240,-7354,5464,-4883,6755,-8944,1
2060,-5612,-30,-5600,10266,-7979,1
1425,1079,-6152,-8579,13270,-6186,1
-1663,6621,-10802,-11124,13141,-5504,1
-4766,10894,-7298,-11261,8951,-3597,1
-5342,7008,-1865,-2859,715,-2340,1
-4785,1837,-789,7312,-8610,650,1
-356,-637,-792,10691,-11089,2832,1
232,-7225,1962,10294,-12005,4537,1
16747,-1032,10686,8168,-2225,6256,1
8326,-5551,-7446,335,7432,-1391,1
425,-787,-9394,2159,402,4374,1
6442,3598,-19859,-178,-4209,3559,1
1628,4862,-10230,-6958,-7220,1261,1
215,7952,6747,-8394,-5964,-513,1
2244,7266,16184,-11534,6110,-6767,1
-1436,-3971,9372,-11882,14942,-11217,1
-8466,-9052,5831,-7877,13319,-3840,1
4659,-8808,8345,-4204,8534,3133,1
5698,-4333,1716,-2545,7971,3809,1
10392,-3659,8766,-6673,8066,5148,1
7196,4660,594,24,3908,2376,1
4789,6068,-558,738,-1926,3104,1
1985,7701,-3804,2870,-5381,5184,1
1747,11365,-4395,2191,-13298,3927,1
1576,9609,6076,6008,-15851,2582,1
2304,4326,4447,8530,-13228,18,1
1927,-2241,2680,5870,-8551,483,1
5677,-3818,6054,570,-5122,3593,1
15415,1250,14081,-1046,312,1601,1
8348,-8828,5381,436,6101,-6928,1
-2517,-8826,-1020,2279,3804,-3764,1
-1309,-5209,-8109,2428,4357,1553,1
-2778,-1488,-15260,-637,3253,3598,1
-3068,3240,-12118,527,-1482,7397,1
2267,10894,-11295,-681,-2134,8470,1
8613,9326,-3725,47,-6866,5350,1
8231,3834,1392,1793,-9874,1303,1
15032,5209,5043,-8247,2192,-1013,1
8710,-8038,4790,-7900,14499,-12606,1
5829,-7509,-694,-8652,20237,-11991,1
5077,-4037,-3904,-8412,23816,-9641,1
2902,2065,-6491,-7062,20599,-5597,1
2466,8516,-8358,-1410,8741,-2359,1
-289,9339,-6968,2776,-865,-1578,1
-2463,6353,-4816,4227,-5136,-175,1
-4914,-1623,-3722,5253,-9969,1263,1
-4209,-5519,-1279,13000,-15082,8229,1
2580,-9377,-2441,17096,-16838,18528,1
16408,-4737,1758,16126,-12170,20663,1
23249,5093,-2685,8842,-4631,9910,1
8394,-1529,-3555,1972,-2094,-1545,1
-810,1470,-7120,664,-2019,385,1
-2209,9568,-8849,-4716,-1177,-702,1
1464,4204,854,-10628,5080,-10596,1
1741,-5862,-2956,-16142,14225,-15429,1
-913,-7340,-5251,-20637,21083,-16590,1
316,-9555,-6694,-22657,22532,-13503,1
-7006,-17079,296,-14792,9196,-9106,1
-8348,-9866,3291,4684,-7930,9831,1
9163,-1194,5308,4983,-4317,13653,1
10496,7571,-4532,1409,-2515,8503,1
5678,8600,-4917,-508,-8523,8116,1
4067,8462,-5257,5868,-16173,8824,1
3110,8833,-1839,8064,-19116,9304,1
5727,11189,971,9834,-16216,8187,1
7800,9348,1435,8377,-12986,2939,1
8362,2684,610,2321,-8601,-1390,1
15533,994,1845,-7667,-2989,-4687,1
10572,-6875,3701,-12621,3010,-11924,1
-1647,-8207,-1187,-13432,9067,-10175,1
-7538,-4164,-3775,-9636,8625,-9336,1
-13468,-1505,-6275,-9988,8126,-5839,1
-9904,4900,-4162,-12804,5721,4563,1
-5979,-2704,8213,591,-8969,9956,1
-692,-4842,519,19181,-16115,14500,1
729,-2103,-5386,14595,-12973,16012,1
7487,694,728,12948,-9009,14903,1
13037,7637,1127,8119,-5700,6958,1
8095,7537,-628,-1891,-1318,-4246,1
4060,-1859,1212,-5446,746,-9095,1
2983,134,-3669,-7553,4778,-10850,1
6855,-869,-9075,-14389,10699,-15617,1
5304,-4939,-8599,-13707,14398,-20008,1
-3086,-9547,-13152,-11860,14525,-21224,1
-14205,-5991,-10402,-12059,12486,-9839,1
-2775,-4273,-3523,-8179,6213,-1035,1
-1072,-8843,2709,1405,-5192,-812,1
-5350,-10326,12321,4280,-8649,6700,1
-593,-7094,8583,8914,-5929,15655,1
10599,-5023,-4558,13432,-5409,20787,1
10497,-321,-10871,10577,-3928,17975,1
5927,7236,-18737,2969,-1921,12176,1
6130,8782,-16337,-5511,-5310,4599,1
4354,10847,-229,-4361,-11177,-1285,1
4596,5973,3096,-7050,-7108,-7560,1
3545,-3811,5996,-11628,4172,-13292,1
1937,-5607,-4116,-14602,8704,-13703,1
5654,-10759,-3076,-20242,10660,-13594,1
-1080,-13618,1823,-21565,10364,-11678,1
-2505,-9284,13894,-12696,5874,-4226,1
-5257,104,6739,-507,2152,1645,1
-2144,3870,1574,985,745,3760,1
-4503,5594,-4746,5671,-522,5725,1
-3034,7916,-12729,6303,-6604,6533,1
-5499,6522,-2749,8109,-10480,5050,1
-6918,-856,3520,11189,-11019,6923,1
-2484,-635,5671,14317,-5771,8757,1
3734,119,2762,13343,-4478,10157,1
13973,6006,4080,7258,-2930,6396,1
-934,-5547,119,-7082,4372,-6754,1
-265,-3468,315,-5007,4535,-2315,1
99,4592,-7345,-4102,5776,-1511,1
474,10649,-12439,-6976,6818,-4351,1
1953,11156,-10695,-10655,5526,-11113,1
-9346,-11711,4054,-4183,3465,-15358,1
-18913,-10675,-2305,7469,350,1959,1
3692,-3020,-2749,4136,646,3878,1
-5131,-7780,1716,147,912,3182,1
3494,-4771,7877,-2635,-2035,6044,1
9411,-1931,557,8656,176,13737,1
11368,4119,-9237,3856,736,11346,1
9197,4748,-12469,-925,-829,4639,1
983,9127,-13070,-1041,-5522,3818,1
3748,12260,-8001,-3159,-9907,951,1
4593,6134,8240,-5666,-7754,-5566,1
-623,-2345,9997,-4880,3275,-12664,1
-3994,-3673,27,-7456,6910,-9666,1
2394,-8456,1865,-10186,7243,-7526,1
-2406,-8268,9776,-3398,4159,-1864,1
3326,1239,4579,-1357,4627,2785,1
4780,4080,468,-2230,3169,2186,1
-504,3807,-2544,929,-736,2776,1
-1027,6178,-7125,4641,-3802,4913,1
-1788,8254,-12968,4595,-8808,5717,1
-1163,5163,3682,4397,-10303,6149,1
2179,6109,7088,6160,-5444,3848,1
4499,1425,5632,4613,58,2295,1
9702,4064,595,-1172,3050,-270,1
11047,-284,2304,-8736,5465,-8612,1
5657,-2643,-3695,-14978,10581,-12935,1
397,-4915,-1402,-15490,13303,-12731,1
-4295,1579,1536,-4738,10266,-8464,1
-4468,1178,-3763,5075,5396,-5847,1
-4672,61,-13490,5245,2837,-5514,1
-6235,-2556,-10491,-149,688,-4440,1
-5552,-2558,-5146,-2703,-923,1834,1
3093,-391,4766,-2850,-1105,2806,1
2958,-7855,10150,4898,-1717,1600,1
1135,-1627,8424,1427,15,4265,1
1453,3855,847,4107,-514,5941,1
555,4983,-4441,4062,-2802,6409,1
-1691,3334,-6888,5880,-4847,6333,1
-5521,3834,-9211,6252,-6240,5380,1
-5061,8898,-5611,1915,-4306,1404,1
-2162,6425,-2369,-3431,-439,-6307,1
-1513,342,-2751,-8984,3605,-10650,1
2658,-4871,-3883,-15560,7707,-11563,1
1103,-6913,5089,-15352,8683,-10056,1
-1599,-12003,14151,-7525,8121,-5815,1
-4334,-6383,7003,-2179,2946,4498,1
807,-977,6770,-822,1405,8152,1
1599,3637,-2527,2973,-2114,9269,1
2342,5861,-8412,2415,-7169,9650,1
2201,6758,-8999,3990,-11198,9065,1
-2033,9658,394,1517,-15512,555,1
169,393,7839,-970,-8732,-4946,1
-5775,-3112,14336,1694,5619,-1956,1
1593,-1884,-825,1396,7814,3230,1
8800,-1657,6086,-4642,5474,206,1
4185,-3314,5067,-6682,7851,-3865,1
2903,-628,5503,-4896,6806,-1613,1
3383,3090,-155,-725,4014,-1162,1
-1091,5560,-2179,2652,315,481,1
-1103,13938,-9341,4778,-1165,792,1
4070,7980,-11291,-491,-3428,-9095,1
-2633,-10012,-2931,-3754,-3812,-16749,1
-16633,-15525,3922,-1789,540,-9517,1
-6654,-7412,6098,500,5366,2951,1
4077,-1283,1802,-2537,2602,5754,1
3930,-1862,11883,-3395,2292,2148,1
1229,-2939,10567,-2468,2388,3389,1
2274,1488,8129,-471,3141,5925,1
4638,5055,43,2399,1355,5270,1
1804,6984,-6051,3218,-135,3734,1
23,10974,-13658,3646,-2224,747,1
-910,3520,-11885,2372,-6253,-7044,1
-7654,-8120,-4140,-1586,-5246,-11079,1
-14916,-13429,693,-4039,-120,-2353,1
172,-6950,10149,-1071,3354,4931,1
-682,-1102,1459,-1613,2128,7124,1
696,-2236,10658,-715,3436,5765,1
5268,829,4037,1331,3543,8240,1
7570,6399,-3880,2094,501,7063,1
7544,9813,-10245,-245,-1324,1788,1
1851,9710,-12051,145,-4210,-4097,1
-1410,2948,-6788,1014,-8147,-9884,1
-4863,-7710,-2122,-1351,-5452,-14067,1
-19240,-8737,4135,-5003,3570,-1974,1
7609,-2975,8407,-4124,5180,976,1
-993,206,630,-788,2872,-1674,1
-3504,-3722,11297,1012,1613,4910,1
5326,2512,3796,1970,931,7220,1
4156,6505,-2679,2048,-1398,4071,1
1184,8982,-6963,1336,-2387,1850,1
2068,10400,-11728,2705,-5704,-3949,1
2965,-415,-7893,-425,-6724,-13481,1
-7027,-20117,-306,-5332,-720,-17905,1
-20253,-14577,4782,-2277,2917,-1805,1
-1709,-3819,-362,-350,2782,8964,1
5206,-2126,7421,-4874,1429,7396,1
3837,-3211,11270,-26,781,5699,1
3337,506,8759,935,338,9181,1
4426,2421,3944,4417,-856,8548,1
4125,6403,-6063,4568,-3924,7698,1
3447,11142,-8456,1466,-3943,4976,1
4009,10308,-10764,225,-5104,-3147,1
-4585,-2196,-5041,-701,-5943,-11493,1
-11589,-8811,1803,-907,-4958,-8216,1
-10324,-8356,4108,-2933,2261,373,1
-3559,-3462,2400,383,4875,4334,1
3405,-1867,8316,-1090,276,5294,1
3557,400,8181,-147,339,6302,1
6002,3898,2865,366,62,6032,1
4702,6067,-1631,1826,-2514,4297,1
4173,10356,-7664,452,-3105,1908,1
4546,10591,-10738,-1662,-4773,-7416,1
-735,-5100,-6156,-4049,-5833,-15356,1
-8721,-13584,3864,-3119,-3988,-12749,1
-10552,-9441,1786,-4288,2835,-3267,1
-4621,-1283,364,-6044,3352,4944,1
3058,-7101,11929,-6417,1408,5007,1
-866,-5129,18177,1349,797,8213,1
7033,578,8308,2960,3174,9438,1
9334,5504,436,1926,2950,4950,1
5070,5893,-3718,1653,-1021,667,1
-1958,7228,-7338,1602,-4349,315,1
-1153,10988,-9639,2308,-6737,-2491,1
3339,3156,-6069,-2424,-7521,-10412,1
-8657,-16365,12079,-5659,-1334,-14093,1
-11913,-9157,7133,106,5857,-266,1
1279,-1884,1970,-1231,4209,8877,1
9140,-4011,9120,-2955,3816,3309,1
-201,-3214,9902,-1928,4463,2632,1
5788,1326,7212,571,3299,8341,1
9294,6513,-3335,3162,-238,4754,1
5935,7001,-3019,-1212,-3888,1937,1
1987,5086,-2551,83,-3708,96,1
-3867,9152,-11589,1341,-5240,-72,1
-1771,9353,-8221,-942,-9612,-5287,1
501,-2911,1394,-3305,-5707,-12118,1
-7935,-6741,7483,-1058,3980,5900,1
2868,-3211,4506,-3037,4753,6698,1
3646,-4889,12707,-614,3196,4321,1
2508,-1362,7592,523,2190,7290,1
8246,1642,4207,2255,1418,9001,1
7922,3964,-2315,2795,-629,7664,1
5974,5135,-9580,1694,-2763,7067,1
3566,9547,-16966,-238,-4682,4141,1
-2306,5828,-6403,-1437,-11508,-2975,1
-10665,-1259,10929,1937,-7611,-3424,1
-10099,2465,5737,3070,-1284,4110,1
3991,-2534,7338,2745,-1189,2322,1
-387,-1857,12301,7130,-477,5851,1
8664,1187,5320,6898,2362,9022,1
13376,-998,-1221,2557,2618,2760,1
-301,-5075,-5709,-374,-2885,2729,1
-331,-1617,-10623,1309,-6190,5599,1
-2928,8450,-10972,-2400,-4525,3886,1
-1818,12169,-1864,-5955,-4043,837,1
-1432,8157,7444,-4128,-2677,-2667,1
-598,1305,8965,250,151,-2267,1
2265,-1263,6507,6142,4168,-1649,1
7718,-114,3823,4093,4191,2999,1
15523,-1770,-1724,-1468,5743,-2040,1
7055,-4467,-4655,-5691,3452,-5524,1
4461,-3882,-2655,-5221,854,-3324,1
3001,1551,-7193,-3284,-2329,-1846,1
-96,11981,-7986,-6816,-3218,-4469,1
2871,5198,1701,-13599,64,-14627,1
-6004,-13123,2737,-8037,9752,-23217,1
-14880,-16967,-366,-3975,10148,-14728,1
-9227,-7253,1853,-242,5876,2780,1
4895,923,-950,-2266,6419,3883,1
4160,-1052,6770,-5489,3225,686,1
-1079,-651,17799,-1995,-818,4556,1
6027,4861,-888,3396,2105,7850,1
4768,5791,-5590,3581,-1548,9018,1
5181,5736,-8570,2793,-4090,7554,1
1103,11759,-14838,-890,-5186,755,1
1951,5738,-6387,-4088,-10011,-9561,1
-5950,-9742,6599,-3994,-4925,-14053,1
-8848,-8776,2791,-1774,5240,-6246,1
-8359,-1062,-1576,-4584,6558,-926,1
2842,-1457,3712,-7706,5248,782,1
2920,-3769,8363,-4313,2495,-2608,1
-559,-1600,12393,-3827,1133,197,1
3038,158,14606,1082,2794,2399,1
2040,3896,-34,4946,2502,3890,1
2475,6672,-6388,3693,-388,5590,1
3751,9323,-9543,453,-2545,2497,1
571,4184,-9144,-2473,-7843,-10193,1
-7778,-15258,5694,-5299,-4385,-13277,1
-10085,-8793,3639,-40,2391,-1931,1
-4917,-141,-2327,-2834,3393,5892,1
8349,-3711,8048,-11454,4735,1100,1
-6887,-11271,18006,-1146,3802,1151,1
2941,-3005,10932,2268,3190,12506,1
10223,2781,3849,4577,4372,9791,1
6511,6898,-4357,3471,633,4926,1
3708,5404,-7127,3259,-1899,3551,1
2297,8606,-13061,1495,-2256,873,1
840,4172,-10134,1172,-5799,-5115,1
-3310,377,-4043,2781,-7758,-8727,1
-5207,-6678,4627,-403,-3484,-9200,1
-9922,-6546,4886,-2723,5573,-4931,1
-2746,-5141,3255,-3835,4673,2783,1
1799,-2816,8670,-2321,227,3254,1
-2137,-1163,16608,-3135,2093,3018,1
1319,2048,10247,-964,5429,7095,1
7214,5587,-1038,2031,4632,6707,1
7318,8001,-11707,481,821,3957,1
6103,6524,-14007,-1096,-1155,-1026,1
1238,5900,-11125,627,-5156,-5067,1
-864,1613,-4900,666,-6871,-8793,1
-4305,-7831,-1114,-3458,-3650,-11033,1
-7162,-8559,7957,-2465,283,-4236,1
-10338,-6391,5464,-1492,1636,970,1
-596,-6861,14810,-4082,1717,6603,1
191,-879,11220,-1028,3707,8406,1
5509,1528,3592,-24,3278,9325,1
7715,3608,-2632,614,-273,7437,1
7207,5138,-7599,1127,-2967,6185,1
4088,10951,-14737,1851,-5543,7082,1
4470,9942,-15095,353,-13941,419,1
-67,2499,655,-4439,-14704,-9015,1
-10076,-7213,15424,-2711,-1597,-7928,1
-3685,-5131,2933,-4666,3476,-1753,1
992,-10129,14268,-6052,2930,-525,1
1058,-2509,10189,921,2731,7417,1
8866,2634,2104,1193,2381,8143,1
8628,5450,-3914,1777,1237,6035,1
6289,7243,-10105,1525,-1900,5124,1
4938,11717,-14890,833,-5729,4251,1
5649,11527,-12094,-3291,-10957,-3956,1
1832,717,5216,-4883,-9704,-13764,1
-8768,-16356,14430,-3843,2207,-16815,1
-15203,-6063,5477,1150,9689,-759,1
1414,-5566,7538,-3357,4341,5741,1
1958,-3967,12158,-1712,3856,-3309,1
200,1303,8061,-3652,4904,4521,1
5843,3209,4925,877,3052,5930,1
6055,6385,-10107,2880,-3342,8068,1
8057,12760,-17260,-37,-6127,1629,1
2208,5226,-7669,-4886,-9025,-8871,1
-7544,-9597,7912,-1901,-5383,-14354,1
-24688,-9254,8366,2260,2540,1193,1
9688,-2566,7488,-2887,5652,4158,1
-5030,-1561,3372,-1099,7776,-3251,1
2557,-4911,10569,-4006,3498,6907,1
5968,816,7263,-833,3268,7875,1
8357,4806,-1375,-708,710,7489,1
8552,6529,-2062,-813,-3340,3495,1
4595,6878,-3972,-360,-4568,2141,1
2015,9337,-8592,-301,-5259,-239,1
-1960,6876,-4759,-820,-7961,-6375,1
-7723,-2757,4580,880,-7065,-9790,1
-20555,-7844,12293,-558,3866,-1803,1
5163,-6729,13470,-1968,7767,1990,1
-304,-2426,3258,1435,7278,2721,1
8700,-110,4614,-3138,4943,4693,1
8143,985,5732,-982,2856,3080,1
7326,4454,-719,460,-608,2551,1
5073,8084,-2861,-1466,-4563,790,1
2912,8189,-1109,-466,-5614,76,1
-807,8232,-7162,657,-5415,-4136,1
-5468,4980,-5930,126,-7512,-8037,1
-9149,-9030,9067,-2178,-4132,-9546,1
-17862,-11418,15461,2185,6998,820,1
4062,-3791,5123,2707,7752,2550,1
2215,-3173,7214,-4556,5592,5297,1
6839,-4796,10873,-1066,5230,5332,1
7563,439,4312,1616,3806,6146,1
9094,3963,-3095,1284,31,6298,1
8973,7361,-6211,-1092,-2415,4698,1
7967,6897,-6738,-2930,-3750,-27,1
1664,8692,-9099,-3179,-5444,-4010,1
-2424,6871,-5082,-3315,-8858,-6943,1
-13380,-7663,15644,-508,3302,-4160,1
-3750,-1047,5216,-1020,4949,4370,1
4722,-5431,14217,-1230,4133,-1442,1
237,-4861,4549,-542,6981,536,1
5038,-2011,3461,-1461,4759,3588,1
6657,2494,-3942,-637,16,4428,1
8023,5576,-6171,-1699,-2790,998,1
2795,8131,-7618,-4287,-4213,-260,1
4898,11444,-7480,-5139,-5166,-3225,1
2598,5113,-3188,-7513,-5146,-9618,1
-6467,-5789,6752,-7573,-4914,-10904,1
-16617,-7662,16738,4698,-1774,925,1
4251,-4296,4449,2740,-1516,2773,1
1648,-6138,13491,-4684,2534,-2115,1
-2940,-11448,11389,-1613,5016,4288,1
8554,5748,-5634,98,3358,2292,1
2569,8251,-2994,-1648,1370,136,1
-664,8664,-6636,1426,399,-1525,1
-4927,5369,-7156,2376,-1341,-1900,1
-5441,2122,-6455,2676,-3381,251,1
-1869,-126,-2669,1822,-2959,1154,1
931,1911,-3678,-300,-2234,1379,1
4929,-470,1395,-5058,-4822,350,1
6707,-8897,22018,-6899,-5303,-934,1
540,-9852,21035,843,3146,346,1
4762,1616,4296,2946,4080,5470,1
5026,3250,945,2494,3243,2079,1
-448,8416,-6542,4720,1207,1955,1
-365,12509,-11848,3465,-2639,-522,1
-809,4434,-4340,1338,-4241,-5559,1
-3646,-5216,-1656,2154,-2194,-7282,1
-7468,-6630,-4445,-535,-972,-2317,1
2440,-4234,-5327,-5211,-1388,3342,1
